College Name,Branch Name,2022,2023,2024,Predicted_2024
"K Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",MECHANICAL ENGINEERING,133.0,,,
K Ramakrishnan College of Technology (Autonomous) Kariyamanickam Road Samayapuram Manachanallur Taluk Tiruchirappalli District 621112,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,156.0,,
K Ramakrishnan College of Technology (Autonomous) Kariyamanickam Road Samayapuram Manachanallur Taluk Tiruchirappalli District 621112,COMPUTER SCIENCE AND ENGINEERING,,160.5,,
K Ramakrishnan College of Technology (Autonomous) Kariyamanickam Road Samayapuram Manachanallur Taluk Tiruchirappalli District 621112,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),,154.0,,
K Ramakrishnan College of Technology (Autonomous) Kariyamanickam Road Samayapuram Manachanallur Taluk Tiruchirappalli District 621112,ELECTRICAL AND ELECTRONICS ENGINEERING,,139.5,,
K Ramakrishnan College of Technology (Autonomous) Kariyamanickam Road Samayapuram Manachanallur Taluk Tiruchirappalli District 621112,ELECTRONICS AND COMMUNICATION ENGINEERING,,149.0,,
K Ramakrishnan College of Technology (Autonomous) Kariyamanickam Road Samayapuram Manachanallur Taluk Tiruchirappalli District 621112,INFORMATION TECHNOLOGY,,155.5,,
K Ramakrishnan College of Technology (Autonomous) Kariyamanickam Road Samayapuram Manachanallur Taluk Tiruchirappalli District 621112,MECHANICAL ENGINEERING,,128.0,,
"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Mannachanallur Taluk, Tiruchirappalli-621112.",Artificial Intelligence and Data Science,,,159.5,
"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Mannachanallur Taluk, Tiruchirappalli-621112.",COMPUTER SCIENCE AND ENGINEERING,,,164.5,
"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Mannachanallur Taluk, Tiruchirappalli-621112.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,157.5,
"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Mannachanallur Taluk, Tiruchirappalli-621112.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,145.5,
"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Mannachanallur Taluk, Tiruchirappalli-621112.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,158.5,
"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Mannachanallur Taluk, Tiruchirappalli-621112.",INFORMATION TECHNOLOGY,,,161.5,
"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Mannachanallur Taluk, Tiruchirappalli-621112.",MECHANICAL ENGINEERING,,,132.0,
"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,160.5,,,
"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",Artificial Intelligence and Machine Learning,152.0,,,
"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",COMPUTER SCIENCE AND ENGINEERING,164.0,,,
"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",ELECTRICAL AND ELECTRONICS ENGINEERING,133.0,,,
"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",ELECTRONICS AND COMMUNICATION ENGINEERING,152.0,,,
K S R College of Engineering (Autonomous) Tiruchengode Namakkal District 637215,AUTOMOBILE ENGINEERING,,123.0,,
K S R College of Engineering (Autonomous) Tiruchengode Namakkal District 637215,COMPUTER SCIENCE AND DESIGN,,146.0,,
K S R College of Engineering (Autonomous) Tiruchengode Namakkal District 637215,COMPUTER SCIENCE AND ENGINEERING,,160.0,,
K S R College of Engineering (Autonomous) Tiruchengode Namakkal District 637215,Computer Science and Engineering (Internet of Things),,144.0,,
K S R College of Engineering (Autonomous) Tiruchengode Namakkal District 637215,ELECTRICAL AND ELECTRONICS ENGINEERING,,138.5,,
K S R College of Engineering (Autonomous) Tiruchengode Namakkal District 637215,ELECTRONICS AND COMMUNICATION ENGINEERING,,149.5,,
K S R College of Engineering (Autonomous) Tiruchengode Namakkal District 637215,INFORMATION TECHNOLOGY,,150.0,,
K S R College of Engineering (Autonomous) Tiruchengode Namakkal District 637215,MECHANICAL ENGINEERING,,118.5,,
K S R College of Engineering (Autonomous) Tiruchengode Namakkal District 637215,Safety and Fire Engineering,,117.5,,
"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",BIO MEDICAL ENGINEERING,,,136.5,
"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",COMPUTER SCIENCE AND DESIGN,,,143.5,
"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",COMPUTER SCIENCE AND ENGINEERING,,,160.5,
"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",Computer Science and Engineering (Cyber Security),,,160.0,
"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",Computer Science and Engineering (Internet of Things),,,145.5,
"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,139.5,
"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,155.5,
"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",INFORMATION TECHNOLOGY,,,152.5,
"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District 637215",COMPUTER SCIENCE AND ENGINEERING,159.0,,,
"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District 637215",ELECTRICAL AND ELECTRONICS ENGINEERING,135.0,,,
"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District 637215",ELECTRONICS AND COMMUNICATION ENGINEERING,151.5,,,
"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District 637215",INFORMATION TECHNOLOGY,155.735,,,
K S R Institute for Engineering and Technology (Autonomous) Thokkavadi Namakkal District 637215,BIO MEDICAL ENGINEERING,,137.5,,
K S R Institute for Engineering and Technology (Autonomous) Thokkavadi Namakkal District 637215,COMPUTER SCIENCE AND ENGINEERING,,150.5,,
K S R Institute for Engineering and Technology (Autonomous) Thokkavadi Namakkal District 637215,Computer Science and Engineering (Cyber Security),,150.5,,
K S R Institute for Engineering and Technology (Autonomous) Thokkavadi Namakkal District 637215,ELECTRICAL AND ELECTRONICS ENGINEERING,,135.0,,
K S R Institute for Engineering and Technology (Autonomous) Thokkavadi Namakkal District 637215,ELECTRONICS AND COMMUNICATION ENGINEERING,,145.5,,
K S R Institute for Engineering and Technology (Autonomous) Thokkavadi Namakkal District 637215,INFORMATION TECHNOLOGY,,149.0,,
K S R Institute for Engineering and Technology (Autonomous) Thokkavadi Namakkal District 637215,MECHANICAL ENGINEERING,,114.5,,
"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",COMPUTER SCIENCE AND ENGINEERING,152.5,,,
"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",Computer Science and Engineering (Cyber Security),137.0,,,
"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",ELECTRICAL AND ELECTRONICS ENGINEERING,115.0,,,
"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",ELECTRONICS AND COMMUNICATION ENGINEERING,137.0,,,
"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",INFORMATION TECHNOLOGY,147.0,,,
K S Rangasamy College of Technology (Autonomous) Tiruchengode Namakkal District 637215,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,163.0,,
K S Rangasamy College of Technology (Autonomous) Tiruchengode Namakkal District 637215,BIO TECHNOLOGY,,156.5,,
K S Rangasamy College of Technology (Autonomous) Tiruchengode Namakkal District 637215,COMPUTER SCIENCE AND BUSSINESS SYSTEM,,147.0,,
K S Rangasamy College of Technology (Autonomous) Tiruchengode Namakkal District 637215,COMPUTER SCIENCE AND ENGINEERING,,162.0,,
K S Rangasamy College of Technology (Autonomous) Tiruchengode Namakkal District 637215,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),,156.5,,
K S Rangasamy College of Technology (Autonomous) Tiruchengode Namakkal District 637215,ELECTRICAL AND ELECTRONICS ENGINEERING,,146.0,,
K S Rangasamy College of Technology (Autonomous) Tiruchengode Namakkal District 637215,ELECTRONICS AND COMMUNICATION ENGINEERING,,151.5,,
K S Rangasamy College of Technology (Autonomous) Tiruchengode Namakkal District 637215,Electronics Engineering (VLSI design and Technology),,140.5,,
K S Rangasamy College of Technology (Autonomous) Tiruchengode Namakkal District 637215,FOOD TECHNOLOGY,,136.0,,
K S Rangasamy College of Technology (Autonomous) Tiruchengode Namakkal District 637215,INFORMATION TECHNOLOGY,,155.0,,
K S Rangasamy College of Technology (Autonomous) Tiruchengode Namakkal District 637215,MECHANICAL ENGINEERING,,140.0,,
K S Rangasamy College of Technology (Autonomous) Tiruchengode Namakkal District 637215,Mechatronics Engineering,,128.5,,
"K S Rangasamy College of Technology (Autonomous), K.S.R Kalvi Nagar, Thokkavadi, Tiruchengode Tk, Namakkal-637215.",Artificial Intelligence and Data Science,,,169.5,
"K S Rangasamy College of Technology (Autonomous), K.S.R Kalvi Nagar, Thokkavadi, Tiruchengode Tk, Namakkal-637215.",BIO TECHNOLOGY,,,156.5,
"K S Rangasamy College of Technology (Autonomous), K.S.R Kalvi Nagar, Thokkavadi, Tiruchengode Tk, Namakkal-637215.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,149.0,
"K S Rangasamy College of Technology (Autonomous), K.S.R Kalvi Nagar, Thokkavadi, Tiruchengode Tk, Namakkal-637215.",COMPUTER SCIENCE AND ENGINEERING,,,170.5,
"K S Rangasamy College of Technology (Autonomous), K.S.R Kalvi Nagar, Thokkavadi, Tiruchengode Tk, Namakkal-637215.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,155.5,
"K S Rangasamy College of Technology (Autonomous), K.S.R Kalvi Nagar, Thokkavadi, Tiruchengode Tk, Namakkal-637215.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,150.0,
"K S Rangasamy College of Technology (Autonomous), K.S.R Kalvi Nagar, Thokkavadi, Tiruchengode Tk, Namakkal-637215.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,161.5,
"K S Rangasamy College of Technology (Autonomous), K.S.R Kalvi Nagar, Thokkavadi, Tiruchengode Tk, Namakkal-637215.",Electronics Engineering (VLSI Design and Technology),,,145.0,
"K S Rangasamy College of Technology (Autonomous), K.S.R Kalvi Nagar, Thokkavadi, Tiruchengode Tk, Namakkal-637215.",FOOD TECHNOLOGY,,,131.0,
"K S Rangasamy College of Technology (Autonomous), K.S.R Kalvi Nagar, Thokkavadi, Tiruchengode Tk, Namakkal-637215.",INFORMATION TECHNOLOGY,,,162.5,
"K S Rangasamy College of Technology (Autonomous), K.S.R Kalvi Nagar, Thokkavadi, Tiruchengode Tk, Namakkal-637215.",MECHANICAL ENGINEERING,,,133.5,
"K S Rangasamy College of Technology (Autonomous), K.S.R Kalvi Nagar, Thokkavadi, Tiruchengode Tk, Namakkal-637215.",Mechatronics Engineering,,,140.5,
"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,156.0,,,
"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",BIO TECHNOLOGY,144.5,,,
"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",COMPUTER SCIENCE AND BUSSINESS SYSTEM,150.0,,,
"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",COMPUTER SCIENCE AND ENGINEERING,168.5,,,
"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),147.5,,,
"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",ELECTRICAL AND ELECTRONICS ENGINEERING,143.5,,,
"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",ELECTRONICS AND COMMUNICATION ENGINEERING,154.0,,,
"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",INFORMATION TECHNOLOGY,163.0,,,
"K. Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Tiruchirappalli-621112.",Artificial Intelligence and Data Science,,,167.5,
"K. Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Tiruchirappalli-621112.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,160.0,
"K. Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Tiruchirappalli-621112.",COMPUTER SCIENCE AND ENGINEERING,,,179.0,
"K. Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Tiruchirappalli-621112.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,164.0,
"K. Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Tiruchirappalli-621112.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,151.5,
"K. Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Tiruchirappalli-621112.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,166.5,
"K. Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Tiruchirappalli-621112.",INFORMATION TECHNOLOGY,,,169.5,
"K. Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Tiruchirappalli-621112.",MECHANICAL ENGINEERING,,,136.0,
"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",Artificial Intelligence and Data Science,,,162.0,
"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",COMPUTER SCIENCE AND ENGINEERING,,,169.0,
"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",Computer Science and Engineering (Cyber Security),,,156.0,
"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",Computer Science and Engineering (Internet of Things),,,149.0,
"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,141.0,
"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,158.5,
"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",INFORMATION TECHNOLOGY,,,164.0,
"KCG college of Technology (Autonomous), Rajiv Gandhi Salai, Karapakkam, Chennai-600097.",AERONAUTICAL ENGINEERING,,,165.5,
"KCG college of Technology (Autonomous), Rajiv Gandhi Salai, Karapakkam, Chennai-600097.",AEROSPACE ENGINEERING,,,178.5,
"KCG college of Technology (Autonomous), Rajiv Gandhi Salai, Karapakkam, Chennai-600097.",AUTOMOBILE ENGINEERING,,,135.0,
"KCG college of Technology (Autonomous), Rajiv Gandhi Salai, Karapakkam, Chennai-600097.",Artificial Intelligence and Data Science,,,168.0,
"KCG college of Technology (Autonomous), Rajiv Gandhi Salai, Karapakkam, Chennai-600097.",COMPUTER SCIENCE AND ENGINEERING,,,169.5,
"KCG college of Technology (Autonomous), Rajiv Gandhi Salai, Karapakkam, Chennai-600097.",Computer Science and Engineering (Cyber Security),,,167.0,
"KCG college of Technology (Autonomous), Rajiv Gandhi Salai, Karapakkam, Chennai-600097.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,160.0,
"KCG college of Technology (Autonomous), Rajiv Gandhi Salai, Karapakkam, Chennai-600097.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,165.5,
"KCG college of Technology (Autonomous), Rajiv Gandhi Salai, Karapakkam, Chennai-600097.",FASHION TECHNOLOGY,,,134.0,
"KCG college of Technology (Autonomous), Rajiv Gandhi Salai, Karapakkam, Chennai-600097.",INFORMATION TECHNOLOGY,,,165.5,
"KCG college of Technology (Autonomous), Rajiv Gandhi Salai, Karapakkam, Chennai-600097.",MECHANICAL ENGINEERING,,,152.5,
"KCG college of Technology (Autonomous), Rajiv Gandhi Salai, Karapakkam, Chennai-600097.",Mechatronics Engineering,,,155.5,
KGISL Institute of Technology KGISL Campus Thudiyalur Road Saravanampatti Coimbatore District 641035,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,174.0,,
KGISL Institute of Technology KGISL Campus Thudiyalur Road Saravanampatti Coimbatore District 641035,COMPUTER SCIENCE AND BUSSINESS SYSTEM,,164.5,,
KGISL Institute of Technology KGISL Campus Thudiyalur Road Saravanampatti Coimbatore District 641035,COMPUTER SCIENCE AND ENGINEERING,,174.5,,
KGISL Institute of Technology KGISL Campus Thudiyalur Road Saravanampatti Coimbatore District 641035,ELECTRONICS AND COMMUNICATION ENGINEERING,,164.0,,
KGISL Institute of Technology KGISL Campus Thudiyalur Road Saravanampatti Coimbatore District 641035,INFORMATION TECHNOLOGY,,176.0,,
KGISL Institute of Technology KGISL Campus Thudiyalur Road Saravanampatti Coimbatore District 641035,MECHANICAL ENGINEERING,,139.5,,
"KGISL Institute of Technology, 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",Artificial Intelligence and Data Science,,,181.5,
"KGISL Institute of Technology, 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,174.5,
"KGISL Institute of Technology, 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",COMPUTER SCIENCE AND ENGINEERING,,,180.5,
"KGISL Institute of Technology, 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,177.5,
"KGISL Institute of Technology, 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",Computer Science and Engineering (Cyber Security),,,176.5,
"KGISL Institute of Technology, 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,176.5,
"KGISL Institute of Technology, 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",INFORMATION TECHNOLOGY,,,180.0,
"KGISL Institute of Technology, 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",MECHANICAL ENGINEERING,,,161.5,
